"date","mission.continent","mission.un.region","n.missions","troops","police","observers","total"
2000-11-30,"Asia","Southern Asia",1,0,0,45,45
2000-11-30,"Asia","Western Asia",6,8881,38,449,9368
2000-11-30,"Europe","Southern Europe",3,0,6231,69,6300
2000-11-30,"South America","Central America",1,0,36,11,47
2000-12-31,"Africa","Eastern Africa",1,1633,0,144,1777
2000-12-31,"Africa","Middle Africa",1,24,0,183,207
2000-12-31,"Africa","Northern Africa",1,27,31,215,273
2000-12-31,"Africa","Western Africa",1,10137,34,249,10420
2000-12-31,"Asia","South-Eastern Asia",1,7765,1382,124,9271
2000-12-31,"Asia","Southern Asia",1,0,0,45,45
2000-12-31,"Asia","Western Asia",6,8951,33,446,9430
2000-12-31,"Europe","Southern Europe",3,0,6228,71,6299
2000-12-31,"South America","Central America",1,0,20,4,24
2001-01-31,"Africa","Eastern Africa",1,2649,19,181,2849
2001-01-31,"Africa","Middle Africa",1,78,3,124,205
2001-01-31,"Africa","Northern Africa",1,28,34,215,277
2001-01-31,"Africa","Western Africa",1,10151,36,250,10437
2001-01-31,"Asia","South-Eastern Asia",1,7834,1501,148,9483
2001-01-31,"Asia","Southern Asia",1,0,8,38,46
2001-01-31,"Asia","Western Asia",6,8888,46,436,9370
2001-01-31,"Europe","Southern Europe",3,88,6264,69,6421
2001-01-31,"South America","Central America",1,1,10,3,14
2001-02-28,"Africa","Eastern Africa",1,2649,19,181,2849
2001-02-28,"Africa","Middle Africa",1,78,3,124,205
2001-02-28,"Africa","Northern Africa",1,28,34,215,277
2001-02-28,"Africa","Western Africa",1,10151,36,250,10437
2001-02-28,"Asia","South-Eastern Asia",1,7834,1501,148,9483
2001-02-28,"Asia","Southern Asia",1,0,8,38,46
2001-02-28,"Asia","Western Asia",6,8888,46,436,9370
2001-02-28,"Europe","Southern Europe",3,88,6264,69,6421
2001-02-28,"South America","Central America",1,1,10,3,14
2001-03-31,"Africa","Eastern Africa",1,3655,11,219,3885
2001-03-31,"Africa","Middle Africa",1,86,0,224,310
2001-03-31,"Africa","Northern Africa",1,27,34,214,275
2001-03-31,"Africa","Western Africa",1,11934,36,227,12197
2001-03-31,"Asia","South-Eastern Asia",1,7924,1381,124,9429
2001-03-31,"Asia","Southern Asia",1,0,0,51,51
2001-03-31,"Asia","Western Asia",6,8902,35,443,9380
2001-03-31,"Europe","Southern Europe",3,0,6044,70,6114
2001-03-31,"South America","Central America",1,0,9,4,13
2001-04-30,"Africa","Eastern Africa",1,3376,11,218,3605
2001-04-30,"Africa","Middle Africa",1,928,0,282,1210
2001-04-30,"Africa","Northern Africa",1,27,34,214,275
2001-04-30,"Africa","Western Africa",1,11932,42,242,12216
2001-04-30,"Asia","South-Eastern Asia",1,8139,1414,124,9677
2001-04-30,"Asia","Southern Asia",1,0,0,51,51
2001-04-30,"Asia","Western Asia",6,8823,35,443,9301
2001-04-30,"Europe","Southern Europe",3,0,6235,70,6305
2001-04-30,"South America","Central America",1,0,10,4,14
2001-05-31,"Africa","Eastern Africa",1,3992,0,217,4209
2001-05-31,"Africa","Middle Africa",1,1843,2,354,2199
2001-05-31,"Africa","Northern Africa",1,27,34,214,275
2001-05-31,"Africa","Western Africa",1,11963,34,240,12237
2001-05-31,"Asia","South-Eastern Asia",1,7904,1357,0,9261
2001-05-31,"Asia","Southern Asia",1,0,0,44,44
2001-05-31,"Asia","Western Asia",6,8880,35,449,9364
2001-05-31,"Europe","Southern Europe",3,0,6224,70,6294
2001-05-31,"South America","Central America",1,0,10,4,14
2001-06-30,"Africa","Eastern Africa",1,2320,0,216,2536
2001-06-30,"Africa","Middle Africa",1,1993,1,364,2358
2001-06-30,"Africa","Northern Africa",1,28,35,215,278
2001-06-30,"Africa","Western Africa",1,12474,35,247,12756
2001-06-30,"Asia","South-Eastern Asia",1,7953,1426,124,9503
2001-06-30,"Asia","Southern Asia",1,0,0,43,43
2001-06-30,"Asia","Western Asia",6,8724,35,442,9201
2001-06-30,"Europe","Southern Europe",3,0,6155,68,6223
2001-06-30,"South America","Central America",1,0,10,4,14
2001-07-31,"Africa","Eastern Africa",1,3635,0,217,3852
2001-07-31,"Africa","Middle Africa",1,2015,0,396,2411
2001-07-31,"Africa","Northern Africa",1,27,34,214,275
2001-07-31,"Africa","Western Africa",1,14138,38,227,14403
2001-07-31,"Asia","South-Eastern Asia",1,7969,1468,123,9560
2001-07-31,"Asia","Southern Asia",1,0,0,45,45
2001-07-31,"Asia","Western Asia",6,7667,35,438,8140
2001-07-31,"Europe","Southern Europe",3,0,6061,68,6129
2001-07-31,"South America","Central America",1,0,9,4,13
2001-08-31,"Africa","Eastern Africa",1,3650,0,216,3866
2001-08-31,"Africa","Middle Africa",1,2013,0,385,2398
2001-08-31,"Africa","Northern Africa",1,27,34,214,275
2001-08-31,"Africa","Western Africa",1,16406,49,248,16703
2001-08-31,"Asia","South-Eastern Asia",1,7998,1489,127,9614
2001-08-31,"Asia","Southern Asia",1,0,0,45,45
2001-08-31,"Asia","Western Asia",6,7680,35,454,8169
2001-08-31,"Europe","Southern Europe",3,0,6012,69,6081
2001-08-31,"South America","Central America",1,0,9,3,12
2001-09-30,"Africa","Eastern Africa",1,3705,0,215,3920
2001-09-30,"Africa","Middle Africa",1,2008,0,396,2404
2001-09-30,"Africa","Northern Africa",1,27,27,216,270
2001-09-30,"Africa","Western Africa",1,16315,55,260,16630
2001-09-30,"Asia","South-Eastern Asia",1,7914,1527,121,9562
2001-09-30,"Asia","Southern Asia",1,0,0,45,45
2001-09-30,"Asia","Western Asia",6,7647,35,452,8134
2001-09-30,"Europe","Southern Europe",3,0,5935,68,6003
2001-09-30,"South America","Central America",1,0,9,3,12
2001-10-31,"Africa","Eastern Africa",1,3719,0,215,3934
2001-10-31,"Africa","Middle Africa",1,2780,0,457,3237
2001-10-31,"Africa","Northern Africa",1,27,27,216,270
2001-10-31,"Africa","Western Africa",1,16481,57,260,16798
2001-10-31,"Asia","South-Eastern Asia",1,7731,1428,120,9279
2001-10-31,"Asia","Southern Asia",1,0,0,42,42
2001-10-31,"Asia","Western Asia",6,7362,34,449,7845
2001-10-31,"Europe","Southern Europe",3,0,6112,68,6180
2001-10-31,"South America","Central America",1,0,9,4,13
2001-11-30,"Africa","Eastern Africa",1,3758,0,217,3975
2001-11-30,"Africa","Middle Africa",1,2924,6,460,3390
2001-11-30,"Africa","Northern Africa",1,27,26,216,269
2001-11-30,"Africa","Western Africa",1,17096,56,260,17412
2001-11-30,"Asia","South-Eastern Asia",1,7672,1386,129,9187
2001-11-30,"Asia","Southern Asia",1,0,0,46,46
2001-11-30,"Asia","Western Asia",6,6817,35,450,7302
2001-11-30,"Europe","Southern Europe",3,0,6139,68,6207
2001-11-30,"South America","Central America",1,0,9,4,13
2001-12-31,"Africa","Eastern Africa",1,3722,0,217,3939
2001-12-31,"Africa","Middle Africa",1,2924,13,460,3397
2001-12-31,"Africa","Northern Africa",1,27,22,216,265
2001-12-31,"Africa","Western Africa",1,17105,54,261,17420
2001-12-31,"Asia","South-Eastern Asia",1,7110,1316,102,8528
2001-12-31,"Asia","Southern Asia",1,0,0,45,45
2001-12-31,"Asia","Western Asia",6,6777,35,451,7263
2001-12-31,"Europe","Southern Europe",3,0,6193,68,6261
2001-12-31,"South America","Central America",1,0,9,4,13
2002-01-31,"Africa","Eastern Africa",1,3790,0,214,4004
2002-01-31,"Africa","Middle Africa",1,2933,13,449,3395
2002-01-31,"Africa","Northern Africa",1,27,25,208,260
2002-01-31,"Africa","Western Africa",1,17099,56,245,17400
2002-01-31,"Asia","South-Eastern Asia",1,6266,1259,118,7643
2002-01-31,"Asia","Southern Asia",1,0,0,45,45
2002-01-31,"Asia","Western Asia",6,6793,35,450,7278
2002-01-31,"Europe","Southern Europe",3,0,6157,67,6224
2002-01-31,"South America","Central America",1,0,9,4,13
2002-02-28,"Africa","Eastern Africa",1,3763,0,214,3977
2002-02-28,"Africa","Middle Africa",1,3133,14,450,3597
2002-02-28,"Africa","Northern Africa",1,27,24,216,267
2002-02-28,"Africa","Western Africa",1,17101,69,258,17428
2002-02-28,"Asia","South-Eastern Asia",1,5942,1223,119,7284
2002-02-28,"Asia","Southern Asia",1,0,0,44,44
2002-02-28,"Asia","Western Asia",6,6804,35,456,7295
2002-02-28,"Europe","Southern Europe",3,0,6326,68,6394
2002-02-28,"South America","Central America",1,0,9,4,13
2002-03-31,"Africa","Eastern Africa",1,3738,0,218,3956
2002-03-31,"Africa","Middle Africa",1,3173,14,457,3644
2002-03-31,"Africa","Northern Africa",1,27,24,205,256
2002-03-31,"Africa","Western Africa",1,17109,87,259,17455
2002-03-31,"Asia","South-Eastern Asia",1,6281,1288,118,7687
2002-03-31,"Asia","Southern Asia",1,0,0,43,43
2002-03-31,"Asia","Western Asia",6,6791,35,462,7288
2002-03-31,"Europe","Southern Europe",3,0,6071,68,6139
2002-03-31,"South America","Central America",1,0,11,4,15
2002-04-30,"Africa","Eastern Africa",1,3893,0,216,4109
2002-04-30,"Africa","Middle Africa",1,3212,14,457,3683
2002-04-30,"Africa","Northern Africa",1,27,24,206,257
2002-04-30,"Africa","Western Africa",1,17129,89,259,17477
2002-04-30,"Asia","South-Eastern Asia",1,6442,1278,120,7840
2002-04-30,"Asia","Southern Asia",1,0,0,44,44
2002-04-30,"Asia","Western Asia",6,6772,35,455,7262
2002-04-30,"Europe","Southern Europe",3,0,6068,67,6135
2002-04-30,"South America","Central America",1,0,11,4,15
2002-05-31,"Africa","Eastern Africa",1,3940,0,214,4154
2002-05-31,"Africa","Middle Africa",1,3257,14,460,3731
2002-05-31,"Africa","Northern Africa",1,27,24,216,267
2002-05-31,"Africa","Western Africa",1,17128,90,258,17476
2002-05-31,"Asia","South-Eastern Asia",1,5082,1108,117,6307
2002-05-31,"Asia","Southern Asia",1,0,0,44,44
2002-05-31,"Asia","Western Asia",6,6785,35,440,7260
2002-05-31,"Europe","Southern Europe",3,0,5972,69,6041
2002-05-31,"South America","Central America",1,0,10,4,14
2002-06-30,"Africa","Eastern Africa",1,3938,0,214,4152
2002-06-30,"Africa","Middle Africa",1,3777,15,459,4251
2002-06-30,"Africa","Northern Africa",1,30,26,199,255
2002-06-30,"Africa","Western Africa",1,17126,91,257,17474
2002-06-30,"Asia","South-Eastern Asia",1,4788,939,119,5846
2002-06-30,"Asia","Southern Asia",1,0,0,44,44
2002-06-30,"Asia","Western Asia",6,6743,35,449,7227
2002-06-30,"Europe","Southern Europe",3,0,6037,68,6105
2002-06-30,"South America","Central America",1,0,10,4,14
2002-07-31,"Africa","Eastern Africa",1,3915,0,210,4125
2002-07-31,"Africa","Middle Africa",1,3800,48,445,4293
2002-07-31,"Africa","Northern Africa",1,27,25,201,253
2002-07-31,"Africa","Western Africa",1,17124,90,241,17455
2002-07-31,"Asia","South-Eastern Asia",1,4574,834,118,5526
2002-07-31,"Asia","Southern Asia",1,0,0,43,43
2002-07-31,"Asia","Western Asia",6,6560,35,456,7051
2002-07-31,"Europe","Southern Europe",3,0,5909,68,5977
2002-07-31,"South America","Central America",1,0,10,4,14
2002-08-30,"Africa","Eastern Africa",1,3921,0,215,4136
2002-08-30,"Africa","Middle Africa",2,3797,51,462,4310
2002-08-30,"Africa","Northern Africa",1,27,25,189,241
2002-08-30,"Africa","Western Africa",1,17010,62,256,17328
2002-08-30,"Asia","South-Eastern Asia",1,4542,771,116,5429
2002-08-30,"Asia","Southern Asia",1,0,0,44,44
2002-08-30,"Asia","Western Asia",6,6401,35,453,6889
2002-08-30,"Europe","Southern Europe",3,0,5800,69,5869
2002-08-30,"South America","Central America",1,0,10,4,14
2002-09-30,"Africa","Eastern Africa",1,3917,0,212,4129
2002-09-30,"Africa","Middle Africa",2,3803,51,463,4317
2002-09-30,"Africa","Northern Africa",1,24,25,193,242
2002-09-30,"Africa","Western Africa",1,17122,62,226,17410
2002-09-30,"Asia","South-Eastern Asia",1,4478,754,122,5354
2002-09-30,"Asia","Southern Asia",1,0,0,44,44
2002-09-30,"Asia","Western Asia",6,6454,35,455,6944
2002-09-30,"Europe","Southern Europe",3,0,5839,66,5905
2002-09-30,"South America","Central America",1,0,10,4,14
2002-10-31,"Africa","Eastern Africa",1,3918,0,212,4130
2002-10-31,"Africa","Middle Africa",2,3797,51,441,4289
2002-10-31,"Africa","Northern Africa",1,27,25,181,233
2002-10-31,"Africa","Western Africa",1,17043,35,254,17332
2002-10-31,"Asia","South-Eastern Asia",1,4427,741,114,5282
2002-10-31,"Asia","Southern Asia",2,0,4,46,50
2002-10-31,"Asia","Western Asia",6,5843,35,460,6338
2002-10-31,"Europe","Southern Europe",3,0,5290,63,5353
2002-11-30,"Africa","Eastern Africa",1,3888,0,205,4093
2002-11-30,"Africa","Middle Africa",2,3800,51,446,4297
2002-11-30,"Africa","Northern Africa",1,27,25,183,235
2002-11-30,"Africa","Western Africa",1,16587,35,252,16874
2002-11-30,"Asia","South-Eastern Asia",1,3890,741,120,4751
2002-11-30,"Asia","Southern Asia",2,0,4,47,51
2002-11-30,"Asia","Western Asia",6,5787,35,450,6272
2002-11-30,"Europe","Southern Europe",3,0,5290,63,5353
2002-12-31,"Africa","Eastern Africa",1,3832,0,202,4034
2002-12-31,"Africa","Middle Africa",2,3888,49,491,4428
2002-12-31,"Africa","Northern Africa",1,27,25,190,242
2002-12-31,"Africa","Western Africa",1,15788,44,254,16086
2002-12-31,"Asia","South-Eastern Asia",1,3742,730,111,4583
2002-12-31,"Asia","Southern Asia",2,0,4,48,52
2002-12-31,"Asia","Western Asia",6,5243,35,464,5742
2002-12-31,"Europe","Southern Europe",1,0,4446,39,4485
2003-01-31,"Africa","Eastern Africa",1,3832,0,200,4032
2003-01-31,"Africa","Middle Africa",2,3899,49,493,4441
2003-01-31,"Africa","Northern Africa",1,27,25,185,237
2003-01-31,"Africa","Western Africa",1,15266,52,257,15575
2003-01-31,"Asia","South-Eastern Asia",1,3748,729,112,4589
2003-01-31,"Asia","Southern Asia",2,0,4,49,53
2003-01-31,"Asia","Western Asia",6,5251,35,458,5744
2003-01-31,"Europe","Southern Europe",1,0,4438,38,4476
2003-02-28,"Africa","Eastern Africa",1,3852,0,207,4059
2003-02-28,"Africa","Middle Africa",1,3889,49,476,4414
2003-02-28,"Africa","Northern Africa",1,27,25,192,244
2003-02-28,"Africa","Western Africa",1,15255,52,256,15563
2003-02-28,"Asia","South-Eastern Asia",1,3761,682,108,4551
2003-02-28,"Asia","Southern Asia",2,0,4,49,53
2003-02-28,"Asia","Western Asia",6,5209,35,458,5702
2003-02-28,"Europe","Southern Europe",1,0,4377,38,4415
2003-03-30,"Africa","Eastern Africa",1,3863,0,214,4077
2003-03-30,"Africa","Middle Africa",1,3805,50,509,4364
2003-03-30,"Africa","Northern Africa",1,27,25,197,249
2003-03-30,"Africa","Western Africa",1,14549,96,255,14900
2003-03-30,"Asia","South-Eastern Asia",1,3598,651,102,4351
2003-03-30,"Asia","Southern Asia",2,0,1,48,49
2003-03-30,"Asia","Western Asia",6,4385,35,266,4686
2003-03-30,"Europe","Southern Europe",1,0,4391,38,4429
2003-04-30,"Africa","Eastern Africa",1,3861,0,219,4080
2003-04-30,"Africa","Middle Africa",1,4159,51,525,4735
2003-04-30,"Africa","Northern Africa",1,27,25,203,255
2003-04-30,"Africa","Western Africa",1,14461,112,254,14827
2003-04-30,"Asia","South-Eastern Asia",1,3380,641,104,4125
2003-04-30,"Asia","Southern Asia",2,0,1,50,51
2003-04-30,"Asia","Western Asia",6,4279,35,265,4579
2003-04-30,"Europe","Southern Europe",1,0,4297,38,4335
2003-05-31,"Africa","Eastern Africa",1,3855,0,222,4077
2003-05-31,"Africa","Middle Africa",1,3981,60,534,4575
2003-05-31,"Africa","Northern Africa",1,27,25,202,254
2003-05-31,"Africa","Western Africa",1,12830,119,254,13203
2003-05-31,"Asia","South-Eastern Asia",1,3393,517,104,4014
2003-05-31,"Asia","Southern Asia",2,0,1,50,51
2003-05-31,"Asia","Western Asia",6,4338,35,265,4638
2003-05-31,"Europe","Southern Europe",1,0,4097,38,4135
2003-06-30,"Africa","Eastern Africa",1,3829,0,217,4046
2003-06-30,"Africa","Middle Africa",1,5628,76,542,6246
2003-06-30,"Africa","Northern Africa",1,27,25,187,239
2003-06-30,"Africa","Western Africa",2,12829,125,279,13233
2003-06-30,"Asia","South-Eastern Asia",1,3386,421,103,3910
2003-06-30,"Asia","Southern Asia",2,0,1,50,51
2003-06-30,"Asia","Western Asia",6,4276,35,272,4583
2003-06-30,"Europe","Southern Europe",1,0,4020,39,4059
2003-07-31,"Africa","Eastern Africa",1,3858,0,216,4074
2003-07-31,"Africa","Middle Africa",1,6263,68,555,6886
2003-07-31,"Africa","Northern Africa",1,27,25,201,253
2003-07-31,"Africa","Western Africa",2,12550,126,279,12955
2003-07-31,"Asia","South-Eastern Asia",1,3333,415,100,3848
2003-07-31,"Asia","Southern Asia",2,0,4,51,55
2003-07-31,"Asia","Western Asia",6,4259,35,277,4571
2003-07-31,"Europe","Southern Europe",1,0,3998,38,4036
2003-08-31,"Africa","Eastern Africa",1,3854,0,219,4073
2003-08-31,"Africa","Middle Africa",1,7491,81,554,8126
2003-08-31,"Africa","Northern Africa",1,27,25,200,252
2003-08-31,"Africa","Western Africa",2,11805,126,282,12213
2003-08-31,"Asia","South-Eastern Asia",1,3626,387,95,4108
2003-08-31,"Asia","Southern Asia",2,0,4,52,56
2003-08-31,"Asia","Western Asia",6,4256,35,272,4563
2003-08-31,"Europe","Southern Europe",1,0,3774,37,3811
2003-09-30,"Africa","Eastern Africa",1,3855,0,203,4058
2003-09-30,"Africa","Middle Africa",1,8445,102,551,9098
2003-09-30,"Africa","Northern Africa",1,27,16,195,238
2003-09-30,"Africa","Western Africa",3,12075,131,288,12494
2003-09-30,"Asia","South-Eastern Asia",1,3359,491,96,3946
2003-09-30,"Asia","Southern Asia",2,0,3,53,56
2003-09-30,"Asia","Western Asia",6,4379,35,279,4693
2003-09-30,"Europe","Southern Europe",1,0,3651,36,3687
2003-10-31,"Africa","Eastern Africa",1,3877,0,218,4095
2003-10-31,"Africa","Middle Africa",1,9554,103,536,10193
2003-10-31,"Africa","Northern Africa",1,27,13,201,241
2003-10-31,"Africa","Western Africa",3,15757,130,300,16187
2003-10-31,"Asia","South-Eastern Asia",1,2937,439,97,3473
2003-10-31,"Asia","Southern Asia",2,0,3,55,58
2003-10-31,"Asia","Western Asia",5,4255,40,272,4567
2003-10-31,"Europe","Southern Europe",1,0,3745,38,3783
2003-11-30,"Africa","Eastern Africa",1,3875,0,210,4085
2003-11-30,"Africa","Middle Africa",1,9966,103,542,10611
2003-11-30,"Africa","Northern Africa",1,27,13,199,239
2003-11-30,"Africa","Western Africa",3,16733,171,377,17281
2003-11-30,"Asia","South-Eastern Asia",1,2422,390,90,2902
2003-11-30,"Asia","Southern Asia",2,0,3,53,56
2003-11-30,"Asia","Western Asia",5,4259,60,271,4590
2003-11-30,"Europe","Southern Europe",1,0,3728,39,3767
2003-12-31,"Africa","Eastern Africa",1,3795,0,209,4004
2003-12-31,"Africa","Middle Africa",1,9981,115,553,10649
2003-12-31,"Africa","Northern Africa",1,27,0,200,227
2003-12-31,"Africa","Western Africa",3,19619,442,448,20509
2003-12-31,"Asia","South-Eastern Asia",1,1675,319,79,2073
2003-12-31,"Asia","Southern Asia",2,0,3,52,55
2003-12-31,"Asia","Western Asia",5,4238,57,272,4567
2003-12-31,"Europe","Southern Europe",1,0,3691,40,3731
2004-01-31,"Africa","Eastern Africa",1,3809,0,204,4013
2004-01-31,"Africa","Middle Africa",1,10209,115,542,10866
2004-01-31,"Africa","Northern Africa",1,26,0,205,231
2004-01-31,"Africa","Western Africa",3,22130,572,440,23142
2004-01-31,"Asia","South-Eastern Asia",1,1666,319,78,2063
2004-01-31,"Asia","Southern Asia",2,0,5,52,57
2004-01-31,"Asia","Western Asia",5,4242,57,270,4569
2004-01-31,"Europe","Southern Europe",1,0,3611,38,3649
2004-02-28,"Africa","Eastern Africa",1,3810,0,214,4024
2004-02-28,"Africa","Middle Africa",1,10213,115,541,10869
2004-02-28,"Africa","Northern Africa",1,27,0,194,221
2004-02-28,"Africa","Western Africa",3,22801,660,438,23899
2004-02-28,"Asia","South-Eastern Asia",1,1665,303,77,2045
2004-02-28,"Asia","Southern Asia",2,0,5,52,57
2004-02-28,"Asia","Western Asia",5,4257,57,271,4585
2004-02-28,"Europe","Southern Europe",1,0,3508,37,3545
2004-03-31,"Africa","Eastern Africa",1,3804,0,214,4018
2004-03-31,"Africa","Middle Africa",1,10184,139,551,10874
2004-03-31,"Africa","Northern Africa",1,27,4,197,228
2004-03-31,"Africa","Western Africa",3,25114,671,466,26251
2004-03-31,"Asia","South-Eastern Asia",1,1666,302,77,2045
2004-03-31,"Asia","Southern Asia",2,0,5,51,56
2004-03-31,"Asia","Western Asia",5,4380,57,272,4709
2004-03-31,"Europe","Southern Europe",1,0,3478,38,3516
2004-04-30,"Africa","Eastern Africa",1,3803,0,218,4021
2004-04-30,"Africa","Middle Africa",1,10202,139,541,10882
2004-04-30,"Africa","Northern Africa",1,27,5,199,231
2004-04-30,"Africa","Western Africa",3,26777,752,550,28079
2004-04-30,"Asia","South-Eastern Asia",1,1668,300,77,2045
2004-04-30,"Asia","Southern Asia",2,0,5,54,59
2004-04-30,"Asia","Western Asia",5,4229,57,273,4559
2004-04-30,"Europe","Southern Europe",1,0,3506,37,3543
2004-05-31,"Africa","Eastern Africa",1,3788,0,218,4006
2004-05-31,"Africa","Middle Africa",1,10012,139,564,10715
2004-05-31,"Africa","Northern Africa",1,27,4,203,234
2004-05-31,"Africa","Western Africa",3,28850,967,558,30375
2004-05-31,"Asia","South-Eastern Asia",1,1549,129,60,1738
2004-05-31,"Asia","Southern Asia",2,0,5,52,57
2004-05-31,"Asia","Western Asia",5,4378,56,118,4552
2004-05-31,"Europe","Southern Europe",1,0,3510,36,3546
2004-05-31,"South America","Caribbean",1,240,7,0,247
2004-06-30,"Africa","Eastern Africa",2,6096,0,272,6368
2004-06-30,"Africa","Middle Africa",1,9925,139,568,10632
2004-06-30,"Africa","Northern Africa",1,27,4,194,225
2004-06-30,"Africa","Western Africa",3,26199,1250,581,28030
2004-06-30,"Asia","South-Eastern Asia",1,428,129,42,599
2004-06-30,"Asia","Southern Asia",2,0,3,53,56
2004-06-30,"Asia","Western Asia",5,4232,56,275,4563
2004-06-30,"Europe","Southern Europe",1,0,3603,37,3640
2004-06-30,"South America","Caribbean",1,2081,67,0,2148
2004-07-31,"Africa","Eastern Africa",2,6221,0,313,6534
2004-07-31,"Africa","Middle Africa",1,9923,139,534,10596
2004-07-31,"Africa","Northern Africa",1,30,4,195,229
2004-07-31,"Africa","Western Africa",3,28072,1343,606,30021
2004-07-31,"Asia","South-Eastern Asia",1,422,139,43,604
2004-07-31,"Asia","Southern Asia",2,0,7,51,58
2004-07-31,"Asia","Western Asia",5,4264,56,272,4592
2004-07-31,"Europe","Southern Europe",1,0,3604,35,3639
2004-07-31,"South America","Caribbean",1,2259,224,0,2483
2004-08-31,"Africa","Eastern Africa",2,6839,0,352,7191
2004-08-31,"Africa","Middle Africa",1,10022,139,554,10715
2004-08-31,"Africa","Northern Africa",1,30,4,196,230
2004-08-31,"Africa","Western Africa",3,28788,1343,597,30728
2004-08-31,"Asia","South-Eastern Asia",1,425,139,42,606
2004-08-31,"Asia","Southern Asia",2,0,7,50,57
2004-08-31,"Asia","Western Asia",5,4261,56,271,4588
2004-08-31,"Europe","Southern Europe",1,0,3604,37,3641
2004-08-31,"South America","Caribbean",1,2765,224,0,2989
2004-09-30,"Africa","Eastern Africa",2,7983,52,394,8429
2004-09-30,"Africa","Middle Africa",1,10193,139,549,10881
2004-09-30,"Africa","Northern Africa",1,27,2,208,237
2004-09-30,"Africa","Western Africa",3,28225,1420,581,30226
2004-09-30,"Asia","South-Eastern Asia",1,429,147,42,618
2004-09-30,"Asia","Southern Asia",2,0,8,57,65
2004-09-30,"Asia","Western Asia",5,4251,56,270,4577
2004-09-30,"Europe","Southern Europe",1,0,3562,37,3599
2004-09-30,"South America","Caribbean",1,3092,583,0,3675
2004-10-31,"Africa","Eastern Africa",2,8932,79,389,9400
2004-10-31,"Africa","Middle Africa",1,10178,139,571,10888
2004-10-31,"Africa","Northern Africa",1,27,2,201,230
2004-10-31,"Africa","Western Africa",3,26586,1431,552,28569
2004-10-31,"Asia","South-Eastern Asia",1,430,150,42,622
2004-10-31,"Asia","Southern Asia",2,0,8,55,63
2004-10-31,"Asia","Western Asia",5,4264,56,272,4592
2004-10-31,"Europe","Southern Europe",1,0,3658,36,3694
2004-10-31,"South America","Caribbean",1,3769,963,0,4732
2004-11-30,"Africa","Eastern Africa",2,9148,82,398,9628
2004-11-30,"Africa","Middle Africa",1,10848,155,567,11570
2004-11-30,"Africa","Northern Africa",1,27,2,195,224
2004-11-30,"Africa","Western Africa",3,25571,1428,517,27516
2004-11-30,"Asia","South-Eastern Asia",1,423,149,43,615
2004-11-30,"Asia","Southern Asia",2,0,8,55,63
2004-11-30,"Asia","Western Asia",5,4268,56,275,4599
2004-11-30,"Europe","Southern Europe",1,0,3616,37,3653
2004-11-30,"South America","Caribbean",1,4790,1270,0,6060
2004-12-31,"Africa","Eastern Africa",2,8895,82,395,9372
2004-12-31,"Africa","Middle Africa",1,11903,175,568,12646
2004-12-31,"Africa","Northern Africa",1,27,4,196,227
2004-12-31,"Africa","Western Africa",3,24408,1391,481,26280
2004-12-31,"Asia","South-Eastern Asia",1,429,147,43,619
2004-12-31,"Asia","Southern Asia",2,0,8,62,70
2004-12-31,"Asia","Western Asia",5,4239,54,264,4557
2004-12-31,"Europe","Southern Europe",1,0,3509,37,3546
2004-12-31,"South America","Caribbean",1,6008,1398,0,7406
2005-01-31,"Africa","Eastern Africa",2,8335,82,407,8824
2005-01-31,"Africa","Middle Africa",1,13206,175,569,13950
2005-01-31,"Africa","Northern Africa",1,27,4,198,229
2005-01-31,"Africa","Western Africa",3,24273,1388,505,26166
2005-01-31,"Asia","South-Eastern Asia",1,429,147,43,619
2005-01-31,"Asia","Southern Asia",2,0,8,55,63
2005-01-31,"Asia","Western Asia",5,3933,54,274,4261
2005-01-31,"Europe","Southern Europe",1,0,3509,37,3546
2005-01-31,"South America","Caribbean",1,5994,1398,0,7392
2005-02-28,"Africa","Eastern Africa",2,8295,85,400,8780
2005-02-28,"Africa","Middle Africa",1,15532,175,563,16270
2005-02-28,"Africa","Northern Africa",1,27,6,204,237
2005-02-28,"Africa","Western Africa",3,23995,1371,510,25876
2005-02-28,"Asia","South-Eastern Asia",1,428,138,42,608
2005-02-28,"Asia","Southern Asia",2,0,6,56,62
2005-02-28,"Asia","Western Asia",5,3918,54,284,4256
2005-02-28,"Europe","Southern Europe",1,0,3391,37,3428
2005-02-28,"South America","Caribbean",1,6012,1401,0,7413
2005-03-31,"Africa","Eastern Africa",2,8300,86,405,8791
2005-03-31,"Africa","Middle Africa",1,15754,175,556,16485
2005-03-31,"Africa","Northern Africa",2,57,14,202,273
2005-03-31,"Africa","Western Africa",3,23749,1381,529,25659
2005-03-31,"Asia","South-Eastern Asia",1,469,137,41,647
2005-03-31,"Asia","Southern Asia",2,0,6,56,62
2005-03-31,"Asia","Western Asia",5,4032,54,280,4366
2005-03-31,"Europe","Southern Europe",1,0,3215,37,3252
2005-03-31,"South America","Caribbean",1,6210,1398,0,7608
2005-04-30,"Africa","Eastern Africa",2,8303,102,405,8810
2005-04-30,"Africa","Middle Africa",1,15790,175,546,16511
2005-04-30,"Africa","Northern Africa",2,84,18,198,300
2005-04-30,"Africa","Western Africa",3,23612,1357,520,25489
2005-04-30,"Asia","South-Eastern Asia",1,469,135,41,645
2005-04-30,"Asia","Southern Asia",2,0,6,56,62
