"date","mission.continent","mission.un.region","n.missions","troops","police","observers","total"
2009-06-30,"South America","Caribbean",1,7030,2050,0,9080
2009-07-31,"Africa","Eastern Africa",1,0,12,7,19
2009-07-31,"Africa","Middle Africa",2,19312,1326,724,21362
2009-07-31,"Africa","Northern Africa",3,22001,3929,910,26840
2009-07-31,"Africa","Western Africa",2,16256,2496,333,19085
2009-07-31,"Asia","South-Eastern Asia",1,0,1582,33,1615
2009-07-31,"Asia","Southern Asia",3,0,8,124,132
2009-07-31,"Asia","Western Asia",5,14251,69,162,14482
2009-07-31,"Europe","Southern Europe",1,0,8,9,17
2009-07-31,"South America","Caribbean",1,7106,2052,0,9158
2009-08-31,"Africa","Eastern Africa",1,0,12,7,19
2009-08-31,"Africa","Middle Africa",2,19212,1337,726,21275
2009-08-31,"Africa","Northern Africa",3,23224,4640,911,28775
2009-08-31,"Africa","Western Africa",2,17073,2497,331,19901
2009-08-31,"Asia","South-Eastern Asia",1,0,1578,33,1611
2009-08-31,"Asia","Southern Asia",3,0,7,121,128
2009-08-31,"Asia","Western Asia",5,14340,67,163,14570
2009-08-31,"Europe","Southern Europe",1,0,8,9,17
2009-08-31,"South America","Caribbean",1,7057,2066,0,9123
2009-09-30,"Africa","Eastern Africa",1,0,12,5,17
2009-09-30,"Africa","Middle Africa",2,19501,1336,709,21546
2009-09-30,"Africa","Northern Africa",3,23451,4629,887,28967
2009-09-30,"Africa","Western Africa",2,17059,2539,323,19921
2009-09-30,"Asia","South-Eastern Asia",1,0,1557,33,1590
2009-09-30,"Asia","Southern Asia",3,0,8,129,137
2009-09-30,"Asia","Western Asia",5,14533,67,163,14763
2009-09-30,"Europe","Southern Europe",1,0,8,9,17
2009-09-30,"South America","Caribbean",1,7051,2066,0,9117
2009-10-31,"Africa","Eastern Africa",1,0,11,6,17
2009-10-31,"Africa","Middle Africa",2,20459,1466,715,22640
2009-10-31,"Africa","Northern Africa",3,23636,5001,899,29536
2009-10-31,"Africa","Western Africa",2,17061,2501,314,19876
2009-10-31,"Asia","South-Eastern Asia",1,0,1552,32,1584
2009-10-31,"Asia","Southern Asia",3,0,8,133,141
2009-10-31,"Asia","Western Asia",5,14459,68,161,14688
2009-10-31,"Europe","Southern Europe",1,0,6,9,15
2009-10-31,"South America","Caribbean",1,7041,2032,0,9073
2009-11-30,"Africa","Eastern Africa",1,0,10,7,17
2009-11-30,"Africa","Middle Africa",2,21357,1206,724,23287
2009-11-30,"Africa","Northern Africa",3,23506,5314,964,29784
2009-11-30,"Africa","Western Africa",2,16909,2507,320,19736
2009-11-30,"Asia","South-Eastern Asia",1,0,1548,32,1580
2009-11-30,"Asia","Southern Asia",3,0,6,133,139
2009-11-30,"Asia","Western Asia",5,14260,68,161,14489
2009-11-30,"Europe","Southern Europe",1,0,7,9,16
2009-11-30,"South America","Caribbean",1,7031,2034,0,9065
2009-12-31,"Africa","Eastern Africa",1,0,10,5,15
2009-12-31,"Africa","Middle Africa",2,21135,1422,729,23286
2009-12-31,"Africa","Northern Africa",3,24231,5274,935,30440
2009-12-31,"Africa","Western Africa",2,16707,2469,307,19483
2009-12-31,"Asia","South-Eastern Asia",1,0,1517,35,1552
2009-12-31,"Asia","Southern Asia",3,0,3,132,135
2009-12-31,"Asia","Western Asia",5,13981,66,162,14209
2009-12-31,"Europe","Southern Europe",1,0,8,9,17
2009-12-31,"South America","Caribbean",1,7032,2025,0,9057
2010-01-31,"Africa","Eastern Africa",1,0,10,5,15
2010-01-31,"Africa","Middle Africa",2,22294,1437,735,24466
2010-01-31,"Africa","Northern Africa",3,24795,5354,951,31100
2010-01-31,"Africa","Western Africa",2,16431,2481,317,19229
2010-01-31,"Asia","South-Eastern Asia",1,0,1509,34,1543
2010-01-31,"Asia","Southern Asia",3,0,3,133,136
2010-01-31,"Asia","Western Asia",5,14079,68,164,14311
2010-01-31,"Europe","Southern Europe",1,0,7,9,16
2010-01-31,"South America","Caribbean",1,7032,1998,0,9030
2010-02-28,"Africa","Eastern Africa",1,0,10,5,15
2010-02-28,"Africa","Middle Africa",2,22176,1475,736,24387
2010-02-28,"Africa","Northern Africa",3,26263,5354,949,32566
2010-02-28,"Africa","Western Africa",2,16176,2472,323,18971
2010-02-28,"Asia","South-Eastern Asia",1,0,1488,33,1521
2010-02-28,"Asia","Southern Asia",3,0,3,129,132
2010-02-28,"Asia","Western Asia",5,13619,69,164,13852
2010-02-28,"Europe","Southern Europe",1,0,7,9,16
2010-02-28,"South America","Caribbean",1,7032,2055,0,9087
2010-03-31,"Africa","Eastern Africa",1,0,10,5,15
2010-03-31,"Africa","Middle Africa",2,22145,1450,721,24316
2010-03-31,"Africa","Northern Africa",3,26166,5383,936,32485
2010-03-31,"Africa","Western Africa",2,16191,2431,321,18943
2010-03-31,"Asia","South-Eastern Asia",1,0,1520,33,1553
2010-03-31,"Asia","Southern Asia",3,0,6,128,134
2010-03-31,"Asia","Western Asia",5,13662,69,162,13893
2010-03-31,"Europe","Southern Europe",1,0,7,8,15
2010-03-31,"South America","Caribbean",1,8294,2178,0,10472
2010-04-30,"Africa","Eastern Africa",1,0,9,5,14
2010-04-30,"Africa","Middle Africa",2,22309,1447,734,24490
2010-04-30,"Africa","Northern Africa",3,26333,5471,924,32728
2010-04-30,"Africa","Western Africa",2,15421,2422,304,18147
2010-04-30,"Asia","South-Eastern Asia",1,0,1530,35,1565
2010-04-30,"Asia","Southern Asia",3,0,5,131,136
2010-04-30,"Asia","Western Asia",5,13993,68,163,14224
2010-04-30,"Europe","Southern Europe",1,0,8,8,16
2010-04-30,"South America","Caribbean",1,8304,2261,0,10565
2010-05-31,"Africa","Eastern Africa",1,0,8,5,13
2010-05-31,"Africa","Middle Africa",2,21795,1414,736,23945
2010-05-31,"Africa","Northern Africa",3,26514,5492,930,32936
2010-05-31,"Africa","Western Africa",2,15172,2466,322,17960
2010-05-31,"Asia","South-Eastern Asia",1,0,1497,33,1530
2010-05-31,"Asia","Southern Asia",3,0,0,128,128
2010-05-31,"Asia","Western Asia",5,14187,68,167,14422
2010-05-31,"Europe","Southern Europe",1,0,8,8,16
2010-05-31,"South America","Caribbean",1,8454,2484,0,10938
2010-06-30,"Africa","Eastern Africa",1,0,8,5,13
2010-06-30,"Africa","Middle Africa",2,21126,1418,728,23272
2010-06-30,"Africa","Northern Africa",3,26479,5100,954,32533
2010-06-30,"Africa","Western Africa",2,15001,2504,326,17831
2010-06-30,"Asia","South-Eastern Asia",1,0,1434,32,1466
2010-06-30,"Asia","Southern Asia",3,0,4,130,134
2010-06-30,"Asia","Western Asia",5,13569,69,166,13804
2010-06-30,"Europe","Southern Europe",1,0,6,8,14
2010-06-30,"South America","Caribbean",1,8609,2969,0,11578
2010-07-31,"Africa","Eastern Africa",1,0,8,5,13
2010-07-31,"Africa","Middle Africa",2,19889,1388,741,22018
2010-07-31,"Africa","Northern Africa",3,26462,5248,933,32643
2010-07-31,"Africa","Western Africa",2,15117,2487,319,17923
2010-07-31,"Asia","South-Eastern Asia",1,0,1473,34,1507
2010-07-31,"Asia","Southern Asia",3,0,4,129,133
2010-07-31,"Asia","Western Asia",5,13828,69,163,14060
2010-07-31,"Europe","Southern Europe",1,0,6,8,14
2010-07-31,"South America","Caribbean",1,8603,2965,0,11568
2010-08-31,"Africa","Eastern Africa",1,0,8,5,13
2010-08-31,"Africa","Middle Africa",2,19758,1357,738,21853
2010-08-31,"Africa","Northern Africa",3,26429,5467,939,32835
2010-08-31,"Africa","Western Africa",2,15116,2495,315,17926
2010-08-31,"Asia","South-Eastern Asia",1,0,1480,33,1513
2010-08-31,"Asia","Southern Asia",3,0,4,119,123
2010-08-31,"Asia","Western Asia",5,13562,69,164,13795
2010-08-31,"Europe","Southern Europe",1,0,8,8,16
2010-08-31,"South America","Caribbean",1,8766,3082,0,11848
2010-09-30,"Africa","Eastern Africa",1,0,8,5,13
2010-09-30,"Africa","Middle Africa",2,19663,1325,730,21718
2010-09-30,"Africa","Northern Africa",3,26408,5402,929,32739
2010-09-30,"Africa","Western Africa",2,15115,2568,314,17997
2010-09-30,"Asia","South-Eastern Asia",1,0,1485,35,1520
2010-09-30,"Asia","Southern Asia",3,0,4,120,124
2010-09-30,"Asia","Western Asia",5,13833,69,165,14067
2010-09-30,"Europe","Southern Europe",1,0,9,8,17
2010-09-30,"South America","Caribbean",1,8645,3105,0,11750
2010-10-31,"Africa","Eastern Africa",1,0,8,5,13
2010-10-31,"Africa","Middle Africa",2,18439,1290,735,20464
2010-10-31,"Africa","Northern Africa",3,26519,5408,954,32881
2010-10-31,"Africa","Western Africa",2,15503,2620,326,18449
2010-10-31,"Asia","South-Eastern Asia",1,0,1485,33,1518
2010-10-31,"Asia","Southern Asia",3,0,4,128,132
2010-10-31,"Asia","Western Asia",5,14004,68,164,14236
2010-10-31,"Europe","Southern Europe",1,0,8,8,16
2010-10-31,"South America","Caribbean",1,8651,3146,0,11797
2010-11-30,"Africa","Eastern Africa",1,0,8,4,12
2010-11-30,"Africa","Middle Africa",2,18430,1293,743,20466
2010-11-30,"Africa","Northern Africa",3,26214,5239,941,32394
2010-11-30,"Africa","Western Africa",2,15516,2655,321,18492
2010-11-30,"Asia","South-Eastern Asia",1,0,1483,33,1516
2010-11-30,"Asia","Southern Asia",3,0,4,127,131
2010-11-30,"Asia","Western Asia",5,14148,68,164,14380
2010-11-30,"Europe","Southern Europe",1,0,8,8,16
2010-11-30,"South America","Caribbean",1,8650,3173,0,11823
2010-12-31,"Africa","Eastern Africa",1,0,0,4,4
2010-12-31,"Africa","Middle Africa",2,17132,1262,714,19108
2010-12-31,"Africa","Northern Africa",3,26549,5619,934,33102
2010-12-31,"Africa","Western Africa",2,15507,2639,317,18463
2010-12-31,"Asia","South-Eastern Asia",1,0,1482,35,1517
2010-12-31,"Asia","Southern Asia",3,0,4,128,132
2010-12-31,"Asia","Western Asia",5,14082,68,162,14312
2010-12-31,"Europe","Southern Europe",1,0,8,8,16
2010-12-31,"South America","Caribbean",1,8744,3240,0,11984
2011-01-31,"Africa","Eastern Africa",1,0,0,3,3
2011-01-31,"Africa","Middle Africa",1,17133,1229,743,19105
2011-01-31,"Africa","Northern Africa",3,26525,5707,953,33185
2011-01-31,"Africa","Western Africa",2,15514,2597,304,18415
2011-01-31,"Asia","South-Eastern Asia",1,0,1465,33,1498
2011-01-31,"Asia","Southern Asia",2,0,4,57,61
2011-01-31,"Asia","Western Asia",5,14087,68,163,14318
2011-01-31,"Europe","Southern Europe",1,0,7,8,15
2011-01-31,"South America","Caribbean",1,8930,3300,0,12230
2011-02-28,"Africa","Eastern Africa",1,0,0,3,3
2011-02-28,"Africa","Middle Africa",1,17129,1270,737,19136
2011-02-28,"Africa","Northern Africa",3,27023,5802,913,33738
2011-02-28,"Africa","Western Africa",2,15517,2636,311,18464
2011-02-28,"Asia","South-Eastern Asia",1,0,1430,33,1463
2011-02-28,"Asia","Southern Asia",2,0,4,56,60
2011-02-28,"Asia","Western Asia",5,13948,64,165,14177
2011-02-28,"Europe","Southern Europe",1,0,8,8,16
2011-02-28,"South America","Caribbean",1,8743,3312,0,12055
2011-03-31,"Africa","Eastern Africa",1,0,0,3,3
2011-03-31,"Africa","Middle Africa",1,17169,1259,745,19173
2011-03-31,"Africa","Northern Africa",3,26997,5824,894,33715
2011-03-31,"Africa","Western Africa",2,15369,2605,324,18298
2011-03-31,"Asia","South-Eastern Asia",1,0,1364,33,1397
2011-03-31,"Asia","Southern Asia",2,0,2,56,58
2011-03-31,"Asia","Western Asia",5,14015,63,165,14243
2011-03-31,"Europe","Southern Europe",1,0,8,8,16
2011-03-31,"South America","Caribbean",1,8740,3578,0,12318
2011-04-30,"Africa","Eastern Africa",1,0,0,2,2
2011-04-30,"Africa","Middle Africa",1,17009,1255,731,18995
2011-04-30,"Africa","Northern Africa",3,27001,5857,911,33769
2011-04-30,"Africa","Western Africa",2,15745,2573,315,18633
2011-04-30,"Asia","South-Eastern Asia",1,0,1364,33,1397
2011-04-30,"Asia","Southern Asia",2,0,2,52,54
2011-04-30,"Asia","Western Asia",5,13993,65,162,14220
2011-04-30,"Europe","Southern Europe",1,0,8,8,16
2011-04-30,"South America","Caribbean",1,8734,3545,0,12279
2011-05-31,"Africa","Eastern Africa",1,0,0,2,2
2011-05-31,"Africa","Middle Africa",1,16986,1255,729,18970
2011-05-31,"Africa","Northern Africa",3,27031,5687,909,33627
2011-05-31,"Africa","Western Africa",2,15738,2545,317,18600
2011-05-31,"Asia","South-Eastern Asia",1,0,1247,33,1280
2011-05-31,"Asia","Southern Asia",2,0,2,54,56
2011-05-31,"Asia","Western Asia",5,13953,55,163,14171
2011-05-31,"Europe","Southern Europe",1,0,8,8,16
2011-05-31,"South America","Caribbean",1,8720,3550,0,12270
2011-06-30,"Africa","Eastern Africa",1,0,0,2,2
2011-06-30,"Africa","Middle Africa",1,17009,1246,715,18970
2011-06-30,"Africa","Northern Africa",3,27014,5578,916,33508
2011-06-30,"Africa","Western Africa",2,16382,2560,317,19259
2011-06-30,"Asia","South-Eastern Asia",1,0,1208,33,1241
2011-06-30,"Asia","Southern Asia",2,0,3,54,57
2011-06-30,"Asia","Western Asia",5,14276,62,164,14502
2011-06-30,"Europe","Southern Europe",1,0,6,8,14
2011-06-30,"South America","Caribbean",1,8718,3543,0,12261
2011-07-31,"Africa","Eastern Africa",1,0,0,1,1
2011-07-31,"Africa","Middle Africa",1,17010,1241,746,18997
2011-07-31,"Africa","Northern Africa",3,26358,5030,508,31896
2011-07-31,"Africa","Western Africa",2,16756,2564,323,19643
2011-07-31,"Asia","South-Eastern Asia",1,0,1194,33,1227
2011-07-31,"Asia","Southern Asia",2,0,3,50,53
2011-07-31,"Asia","Western Asia",5,14520,63,161,14744
2011-07-31,"Europe","Southern Europe",1,0,8,8,16
2011-07-31,"South America","Caribbean",1,8718,3524,0,12242
2011-08-31,"Africa","Eastern Africa",2,6798,376,208,7382
2011-08-31,"Africa","Middle Africa",1,16998,1343,743,19084
2011-08-31,"Africa","Northern Africa",3,19497,5037,646,25180
2011-08-31,"Africa","Western Africa",2,16938,2515,333,19786
2011-08-31,"Asia","South-Eastern Asia",1,0,1193,33,1226
2011-08-31,"Asia","Southern Asia",2,0,3,50,53
2011-08-31,"Asia","Western Asia",5,14228,63,158,14449
2011-08-31,"Europe","Southern Europe",1,0,8,8,16
2011-08-31,"South America","Caribbean",1,8718,3524,0,12242
2011-09-30,"Africa","Eastern Africa",2,6587,374,195,7156
2011-09-30,"Africa","Middle Africa",1,16819,1354,741,18914
2011-09-30,"Africa","Northern Africa",3,19458,5163,613,25234
2011-09-30,"Africa","Western Africa",2,16943,2609,330,19882
2011-09-30,"Asia","South-Eastern Asia",1,0,1191,33,1224
2011-09-30,"Asia","Southern Asia",2,0,3,51,54
2011-09-30,"Asia","Western Asia",5,14475,66,163,14704
2011-09-30,"Europe","Southern Europe",1,0,8,8,16
2011-09-30,"South America","Caribbean",1,8752,3542,0,12294
2011-10-31,"Africa","Eastern Africa",2,4920,382,183,5485
2011-10-31,"Africa","Middle Africa",1,16823,1362,731,18916
2011-10-31,"Africa","Northern Africa",3,20562,4927,520,26009
2011-10-31,"Africa","Western Africa",2,17130,2651,337,20118
2011-10-31,"Asia","South-Eastern Asia",1,0,1203,33,1236
2011-10-31,"Asia","Southern Asia",2,0,3,51,54
2011-10-31,"Asia","Western Asia",5,14678,66,163,14907
2011-10-31,"Europe","Southern Europe",1,0,8,9,17
2011-10-31,"South America","Caribbean",1,8915,3637,0,12552
2011-11-30,"Africa","Eastern Africa",2,4915,446,169,5530
2011-11-30,"Africa","Middle Africa",1,16813,1362,714,18889
2011-11-30,"Africa","Northern Africa",3,20430,4984,519,25933
2011-11-30,"Africa","Western Africa",2,17186,2650,325,20161
2011-11-30,"Asia","South-Eastern Asia",1,0,1202,33,1235
2011-11-30,"Asia","Southern Asia",2,0,4,52,56
2011-11-30,"Asia","Western Asia",5,14156,69,165,14390
2011-11-30,"Europe","Southern Europe",1,0,7,9,16
2011-11-30,"South America","Caribbean",1,8856,3582,0,12438
2011-12-31,"Africa","Eastern Africa",2,4803,485,170,5458
2011-12-31,"Africa","Middle Africa",1,16854,1371,703,18928
2011-12-31,"Africa","Northern Africa",3,21529,4956,531,27016
2011-12-31,"Africa","Western Africa",2,17194,2683,328,20205
2011-12-31,"Asia","South-Eastern Asia",1,0,1183,33,1216
2011-12-31,"Asia","Southern Asia",2,0,2,52,54
2011-12-31,"Asia","Western Asia",5,14285,69,158,14512
2011-12-31,"Europe","Southern Europe",1,0,7,9,16
2011-12-31,"South America","Caribbean",1,8065,3546,0,11611
2012-01-31,"Africa","Eastern Africa",2,4726,450,147,5323
2012-01-31,"Africa","Middle Africa",1,16975,1372,723,19070
2012-01-31,"Africa","Northern Africa",3,21513,5249,543,27305
2012-01-31,"Africa","Western Africa",2,17230,2618,330,20178
2012-01-31,"Asia","South-Eastern Asia",1,0,1185,33,1218
2012-01-31,"Asia","Southern Asia",2,0,2,51,53
2012-01-31,"Asia","Western Asia",5,14394,69,159,14622
2012-01-31,"Europe","Southern Europe",1,0,7,10,17
2012-01-31,"South America","Caribbean",1,7699,3542,0,11241
2012-02-28,"Africa","Eastern Africa",2,4882,461,142,5485
2012-02-28,"Africa","Middle Africa",1,16982,1351,727,19060
2012-02-28,"Africa","Northern Africa",3,21511,5187,592,27290
2012-02-28,"Africa","Western Africa",2,17200,2639,334,20173
2012-02-28,"Asia","South-Eastern Asia",1,6,1226,27,1259
2012-02-28,"Asia","Southern Asia",2,0,3,51,54
2012-02-28,"Asia","Western Asia",5,14255,68,157,14480
2012-02-28,"Europe","Southern Europe",1,0,7,9,16
2012-02-28,"South America","Caribbean",1,7575,3534,0,11109
2012-03-31,"Africa","Eastern Africa",2,4913,489,133,5535
2012-03-31,"Africa","Middle Africa",1,17129,1367,733,19229
2012-03-31,"Africa","Northern Africa",3,21511,5371,599,27481
2012-03-31,"Africa","Western Africa",2,17183,2631,338,20152
2012-03-31,"Asia","South-Eastern Asia",1,0,1242,33,1275
2012-03-31,"Asia","Southern Asia",2,0,4,53,57
2012-03-31,"Asia","Western Asia",5,14244,68,159,14471
2012-03-31,"Europe","Southern Europe",1,0,7,9,16
2012-03-31,"South America","Caribbean",1,7526,3247,0,10773
2012-04-30,"Africa","Eastern Africa",2,5301,517,133,5951
2012-04-30,"Africa","Middle Africa",1,17057,1366,699,19122
2012-04-30,"Africa","Northern Africa",3,21590,5323,599,27512
2012-04-30,"Africa","Western Africa",2,17202,2641,319,20162
2012-04-30,"Asia","South-Eastern Asia",1,0,1225,33,1258
2012-04-30,"Asia","Southern Asia",2,0,4,60,64
2012-04-30,"Asia","Western Asia",6,14211,69,184,14464
2012-04-30,"Europe","Southern Europe",1,0,6,9,15
2012-04-30,"South America","Caribbean",1,7295,3189,0,10484
2012-05-31,"Africa","Eastern Africa",2,5157,485,140,5782
2012-05-31,"Africa","Middle Africa",1,17042,1399,730,19171
2012-05-31,"Africa","Northern Africa",3,21516,5517,597,27630
2012-05-31,"Africa","Western Africa",2,17150,2650,315,20115
2012-05-31,"Asia","South-Eastern Asia",1,0,1242,33,1275
2012-05-31,"Asia","Southern Asia",2,0,4,59,63
2012-05-31,"Asia","Western Asia",6,14150,68,422,14640
2012-05-31,"Europe","Southern Europe",1,0,6,9,15
2012-05-31,"South America","Caribbean",1,7283,3126,0,10409
2012-06-30,"Africa","Eastern Africa",2,5502,491,121,6114
2012-06-30,"Africa","Middle Africa",1,17054,1375,715,19144
2012-06-30,"Africa","Northern Africa",3,20613,5384,627,26624
2012-06-30,"Africa","Western Africa",2,17137,2694,324,20155
2012-06-30,"Asia","South-Eastern Asia",1,0,1210,33,1243
2012-06-30,"Asia","Southern Asia",2,0,4,59,63
2012-06-30,"Asia","Western Asia",6,13840,68,428,14336
2012-06-30,"Europe","Southern Europe",1,0,6,9,15
2012-06-30,"South America","Caribbean",1,7297,2866,0,10163
2012-07-31,"Africa","Eastern Africa",2,5476,480,125,6081
2012-07-31,"Africa","Middle Africa",1,17035,1376,691,19102
2012-07-31,"Africa","Northern Africa",3,20746,4901,598,26245
2012-07-31,"Africa","Western Africa",2,16896,2686,327,19909
2012-07-31,"Asia","South-Eastern Asia",1,0,1238,31,1269
2012-07-31,"Asia","Southern Asia",2,0,3,58,61
2012-07-31,"Asia","Western Asia",6,13797,68,302,14167
2012-07-31,"Europe","Southern Europe",1,0,6,7,13
2012-07-31,"South America","Caribbean",1,7297,2795,0,10092
2012-08-31,"Africa","Eastern Africa",2,5975,529,131,6635
2012-08-31,"Africa","Middle Africa",1,17006,1374,703,19083
2012-08-31,"Africa","Northern Africa",3,20378,4827,606,25811
2012-08-31,"Africa","Western Africa",2,16939,2685,323,19947
2012-08-31,"Asia","South-Eastern Asia",1,0,1179,29,1208
2012-08-31,"Asia","Southern Asia",2,0,3,59,62
2012-08-31,"Asia","Western Asia",6,13641,65,155,13861
2012-08-31,"Europe","Southern Europe",1,0,6,8,14
2012-08-31,"South America","Caribbean",1,7276,2825,0,10101
2012-09-30,"Africa","Eastern Africa",2,6407,523,142,7072
2012-09-30,"Africa","Middle Africa",1,16996,1392,721,19109
2012-09-30,"Africa","Northern Africa",3,20175,4925,607,25707
2012-09-30,"Africa","Western Africa",2,16937,2695,316,19948
2012-09-30,"Asia","South-Eastern Asia",1,0,1135,24,1159
2012-09-30,"Asia","Southern Asia",2,0,3,54,57
2012-09-30,"Asia","Western Asia",5,13806,68,154,14028
2012-09-30,"Europe","Southern Europe",1,0,6,8,14
2012-09-30,"South America","Caribbean",1,7302,2803,0,10105
2012-10-31,"Africa","Eastern Africa",2,6405,550,146,7101
2012-10-31,"Africa","Middle Africa",1,16966,1401,688,19055
2012-10-31,"Africa","Northern Africa",3,20028,5043,618,25689
2012-10-31,"Africa","Western Africa",2,16936,2730,311,19977
2012-10-31,"Asia","South-Eastern Asia",1,0,1053,19,1072
2012-10-31,"Asia","Southern Asia",2,0,3,52,55
2012-10-31,"Asia","Western Asia",5,14028,69,158,14255
2012-10-31,"Europe","Southern Europe",1,0,8,8,16
2012-10-31,"South America","Caribbean",1,7308,2778,0,10086
2012-11-30,"Africa","Eastern Africa",2,6373,531,142,7046
2012-11-30,"Africa","Middle Africa",1,17049,1412,693,19154
2012-11-30,"Africa","Northern Africa",3,19841,5077,636,25554
2012-11-30,"Africa","Western Africa",2,16896,2791,311,19998
2012-11-30,"Asia","South-Eastern Asia",1,0,57,3,60
2012-11-30,"Asia","Southern Asia",2,0,5,53,58
2012-11-30,"Asia","Western Asia",5,13457,69,156,13682
2012-11-30,"Europe","Southern Europe",1,0,8,8,16
2012-11-30,"South America","Caribbean",1,7297,2691,0,9988
2012-12-31,"Africa","Eastern Africa",2,6473,545,141,7159
2012-12-31,"Africa","Middle Africa",1,17110,1401,675,19186
2012-12-31,"Africa","Northern Africa",3,19457,4888,624,24969
2012-12-31,"Africa","Western Africa",2,16790,2798,307,19895
2012-12-31,"Asia","Southern Asia",2,0,5,57,62
2012-12-31,"Asia","Western Asia",5,13122,70,158,13350
2012-12-31,"Europe","Southern Europe",1,0,7,9,16
2012-12-31,"South America","Caribbean",1,6789,2655,0,9444
2013-01-31,"Africa","Eastern Africa",1,6475,539,147,7161
2013-01-31,"Africa","Middle Africa",1,17062,1391,681,19134
2013-01-31,"Africa","Northern Africa",3,19635,4812,619,25066
2013-01-31,"Africa","Western Africa",2,16038,2775,324,19137
2013-01-31,"Asia","Southern Asia",2,0,7,60,67
2013-01-31,"Asia","Western Asia",5,13137,70,158,13365
2013-01-31,"Europe","Southern Europe",1,0,7,9,16
2013-01-31,"South America","Caribbean",1,6684,2614,0,9298
2013-02-28,"Africa","Eastern Africa",1,6478,554,144,7176
2013-02-28,"Africa","Middle Africa",1,17273,1380,507,19160
2013-02-28,"Africa","Northern Africa",3,19489,4909,640,25038
2013-02-28,"Africa","Western Africa",2,16029,2957,318,19304
2013-02-28,"Asia","Southern Asia",2,0,7,56,63
2013-02-28,"Asia","Western Asia",5,13093,68,158,13319
2013-02-28,"Europe","Southern Europe",1,0,7,9,16
2013-02-28,"South America","Caribbean",1,6685,2607,0,9292
2013-03-31,"Africa","Eastern Africa",1,6560,556,143,7259
2013-03-31,"Africa","Middle Africa",1,17259,1393,505,19157
2013-03-31,"Africa","Northern Africa",3,18755,4874,633,24262
2013-03-31,"Africa","Western Africa",2,16035,2969,320,19324
2013-03-31,"Asia","Southern Asia",2,0,7,61,68
2013-03-31,"Asia","Western Asia",5,12872,70,157,13099
2013-03-31,"Europe","Southern Europe",1,0,6,9,15
2013-03-31,"South America","Caribbean",1,6681,2676,0,9357
2013-04-30,"Africa","Eastern Africa",1,6739,641,139,7519
2013-04-30,"Africa","Middle Africa",1,16960,1410,514,18884
2013-04-30,"Africa","Northern Africa",3,18761,4802,673,24236
2013-04-30,"Africa","Western Africa",2,16029,2967,318,19314
2013-04-30,"Asia","Southern Asia",2,0,5,59,64
2013-04-30,"Asia","Western Asia",5,13042,70,159,13271
2013-04-30,"Europe","Southern Europe",1,0,6,9,15
2013-04-30,"South America","Caribbean",1,6443,2661,0,9104
2013-05-31,"Africa","Eastern Africa",1,6806,649,146,7601
2013-05-31,"Africa","Middle Africa",1,17260,1416,516,19192
2013-05-31,"Africa","Northern Africa",3,17941,4737,652,23330
2013-05-31,"Africa","Western Africa",2,15200,2942,305,18447
2013-05-31,"Asia","Southern Asia",2,0,8,60,68
2013-05-31,"Asia","Western Asia",5,12859,71,158,13088
2013-05-31,"Europe","Southern Europe",1,0,7,9,16
2013-05-31,"South America","Caribbean",1,6179,2630,0,8809
2013-06-30,"Africa","Eastern Africa",1,6799,655,136,7590
2013-06-30,"Africa","Middle Africa",1,18490,1426,522,20438
2013-06-30,"Africa","Northern Africa",3,18333,4910,648,23891
2013-06-30,"Africa","Western Africa",2,14301,2962,306,17569
2013-06-30,"Asia","Southern Asia",2,0,8,60,68
2013-06-30,"Asia","Western Asia",5,12622,72,157,12851
2013-06-30,"Europe","Southern Europe",1,0,7,9,16
2013-06-30,"South America","Caribbean",1,6207,2586,0,8793
2013-07-31,"Africa","Eastern Africa",1,6787,633,141,7561
2013-07-31,"Africa","Middle Africa",1,18587,1420,512,20519
2013-07-31,"Africa","Northern Africa",3,18325,4970,658,23953
2013-07-31,"Africa","Western Africa",3,19748,3588,301,23637
2013-07-31,"Asia","Southern Asia",2,0,4,61,65
2013-07-31,"Asia","Western Asia",5,12872,71,153,13096
2013-07-31,"Europe","Southern Europe",1,0,8,9,17
2013-07-31,"South America","Caribbean",1,6232,2522,0,8754
2013-08-31,"Africa","Eastern Africa",1,6806,664,146,7616
2013-08-31,"Africa","Middle Africa",1,18766,1418,504,20688
2013-08-31,"Africa","Northern Africa",3,18296,4741,647,23684
2013-08-31,"Africa","Western Africa",3,19456,3573,318,23347
2013-08-31,"Asia","Southern Asia",2,0,4,63,67
2013-08-31,"Asia","Western Asia",5,12838,71,157,13066
2013-08-31,"Europe","Southern Europe",1,0,8,9,17
2013-08-31,"South America","Caribbean",1,6233,2457,0,8690
2013-09-30,"Africa","Eastern Africa",1,6800,690,142,7632
2013-09-30,"Africa","Middle Africa",1,18751,1416,521,20688
2013-09-30,"Africa","Northern Africa",3,18423,4508,675,23606
2013-09-30,"Africa","Western Africa",3,19465,3563,317,23345
2013-09-30,"Asia","Southern Asia",2,0,4,65,69
2013-09-30,"Asia","Western Asia",5,12893,68,162,13123
2013-09-30,"Europe","Southern Europe",1,0,8,8,16
2013-09-30,"South America","Caribbean",1,6226,2452,0,8678
2013-10-31,"Africa","Eastern Africa",1,6802,682,149,7633
2013-10-31,"Africa","Middle Africa",1,19557,1407,521,21485
2013-10-31,"Africa","Northern Africa",3,18450,4511,669,23630
